siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
MT05,TW5027SW,2/2/2021 12:05,2/9/2021 12:06,202102,5.42,2.7,<,0.023,<,0.006, ,0.006,<,0.01, ,0.096, ,0.312,<,0.018, ,0.081,1555,34.29,34.29,w ,            ,
MT05,TW5058SW,2/9/2021 12:06,2/16/2021 11:53,202102,5.25,2.9,<,0.023,<,0.006,<,0.005,<,0.01, ,0.022, ,0.216,<,0.018, ,0.033,97,2.286,2.286,w ,            ,
MT05,TW5309SW,2/16/2021 11:53,2/23/2021 11:57,202102,5.47,2.9, ,0.023,<,0.006, ,0.009, ,0.011, ,0.14, ,0.284, ,0.025, ,0.183,1305.8,22.86,22.86,w ,            ,
MT05,TW5570SW,2/23/2021 11:57,3/2/2021 11:49,202102,5.52,2.7, ,0.035,<,0.006, ,0.008, ,0.038, ,0.116, ,0.292, ,0.062, ,0.103,503.6,13.716,13.716,w ,            ,
MT05,TW5663SW,3/2/2021 11:49,3/9/2021 11:54,202103,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TW6388SW,3/9/2021 11:54,3/16/2021 15:52,202103,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TW6391SW,3/16/2021 15:52,3/23/2021 15:56,202103,6.02,3.7, ,0.102, ,0.012, ,0.014, ,0.039, ,0.327, ,0.366, ,0.039, ,0.271,708,10.922,10.922,w ,            ,
MT05,TW6537SW,3/23/2021 15:56,3/30/2021 17:08,202103,5.64,2.4, ,0.05, ,0.006, ,0.014, ,0.01, ,0.121, ,0.262, ,0.021, ,0.112,605.2,12.192,12.192,w ,            ,
MT05,TW6648SW,3/30/2021 17:08,4/6/2021 16:20,202104,5.47,2.9, ,0.053,<,0.006,<,0.006,<,0.008, ,0.13, ,0.268,<,0.02, ,0.152,197.8,3.302,3.302,w ,            ,
MT05,TW6922SW,4/6/2021 16:20,4/13/2021 15:43,202104,5.95,5.9, ,0.19, ,0.035, ,0.03, ,0.042, ,0.492, ,0.667, ,0.062, ,0.465,196.8,3.556,3.556,w ,            ,
MT05,TW7335SW,4/13/2021 15:43,4/20/2021 15:45,202104,6.03,3.6, ,0.135, ,0.022, ,0.023, ,0.009, ,0.281, ,0.414, ,0.033, ,0.283,145.6,2.54,2.54,w ,            ,
MT05,TW7559SW,4/20/2021 15:45,4/27/2021 16:01,202104,5.86,2.8, ,0.034,<,0.006, ,0.009, ,0.01, ,0.25, ,0.288, ,0.021, ,0.16,1577,26.162,26.162,w ,            ,
MT05,TW7714SW,4/27/2021 16:01,5/4/2021 17:22,202105,5.82,3.5, ,0.097, ,0.016, ,0.033, ,0.012, ,0.257, ,0.345, ,0.03, ,0.312,206.6,3.302,3.302,w ,            ,
MT05,TW8021SW,5/4/2021 17:22,5/11/2021 17:11,202105,5.84,3.5, ,0.09, ,0.017, ,0.068, ,0.042, ,0.253, ,0.428, ,0.034, ,0.265,377,8.89,8.89,w ,            ,
MT05,TW8313SW,5/11/2021 17:11,5/18/2021 16:17,202105,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,380.4,6.858,6.858,  ,c           ,
MT05,TW8569SW,5/18/2021 16:17,5/25/2021 11:36,202105,6.09,2.9, ,0.236, ,0.024, ,0.028, ,0.013, ,0.106, ,0.199, ,0.022, ,0.112,1848.8,29.972,29.972,w ,            ,
MT05,TW8819SW,5/25/2021 11:36,6/1/2021 17:17,202105,5.83,3.2, ,0.117, ,0.018, ,0.064, ,0.029, ,0.164, ,0.255, ,0.05, ,0.15,274.2,6.35,6.35,w ,            ,
MT05,TW9075SW,6/1/2021 17:17,6/8/2021 21:06,202106,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,125,2.032,2.032,  ,c           ,
MT05,TW9338SW,6/8/2021 21:06,6/15/2021 18:40,202106,6.29,5.3, ,0.276, ,0.036, ,0.039, ,0.07, ,0.364, ,0.545, ,0.109, ,0.298,2296,39.37,39.37,w ,            ,
MT05,TW9367SW,6/15/2021 18:40,6/22/2021 11:33,202106,5.39,3, ,0.056, ,0.01, ,0.044, ,0.037, ,0.054, ,0.226, ,0.026, ,0.15,736.6,12.192,12.192,w ,            ,
MT05,TW9920SW,6/22/2021 11:33,6/29/2021 18:31,202106,5.34,3.1, ,0.058, ,0.011, ,0.039,<,0.008, ,0.078, ,0.311, ,0.023, ,0.105,802.8,12.446,12.446,w ,            ,
MT05,TX0033SW,6/29/2021 18:31,7/7/2021 12:02,202107,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,3.556,3.556,  ,v           ,
MT05,TX0307SW,7/7/2021 12:20,7/13/2021 20:37,202107,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TX0527SW,7/13/2021 20:37,7/20/2021 16:32,202107,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TX1048SW,7/20/2021 16:32,7/27/2021 16:28,202107,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TX0942SW,7/27/2021 16:28,8/3/2021 22:07,202107,5.04,14.1, ,0.274, ,0.036, ,0.044, ,0.018, ,1.054, ,1.054, ,0.066, ,0.312,70.6,2.032,2.032,w ,            ,
MT05,TX1394SW,8/3/2021 22:24,8/10/2021 16:50,202108,5.57,3, ,0.049, ,0.006, ,0.027,<,0.008, ,0.181, ,0.324, ,0.027, ,0.12,1481.2,22.86,22.86,w ,            ,
MT05,TX1571SW,8/10/2021 16:50,8/17/2021 11:29,202108,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.2,0,0,d ,            ,
MT05,TX1751SW,8/17/2021 11:29,8/24/2021 17:26,202108,6.99,21.2, ,1.666, ,0.141, ,0.201, ,0.127, ,1.546, ,1.41, ,0.09, ,0.593,353,7.874,7.874,w ,            ,
MT05,TX2098SW,8/24/2021 17:26,8/31/2021 22:06,202108,5.74,3.9, ,0.072, ,0.01, ,0.03, ,0.014, ,0.329, ,0.464, ,0.028, ,0.187,554,10.414,10.414,w ,            ,
MT05,TX2271SW,8/31/2021 22:06,9/7/2021 19:55,202109,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TX2475SW,9/7/2021 19:55,9/14/2021 15:51,202109,5.42,8.1, ,0.205, ,0.022, ,0.064, ,0.05, ,0.692, ,0.724, ,0.038, ,0.274,1330.8,19.558,19.558,w ,            ,
MT05,TX2867SW,9/14/2021 15:51,9/21/2021 19:07,202109,5.45,4.5, ,0.083, ,0.011, ,0.037, ,0.021, ,0.278, ,0.426, ,0.038, ,0.215,876,19.558,19.558,w ,            ,
MT05,TX3087SW,9/21/2021 19:07,9/28/2021 10:57,202109,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TX3314SW,9/28/2021 10:57,10/5/2021 16:54,202110,5.8,2.6, ,0.06, ,0.008, ,0.016, ,0.023, ,0.199, ,0.31, ,0.04, ,0.112,190.8,5.08,5.08,w ,            ,
MT05,TX3514SW,10/5/2021 16:54,10/12/2021 16:36,202110,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,13.8,2.032,2.032,  ,c           ,
MT05,TX4105SW,10/12/2021 16:36,10/19/2021 17:02,202110,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,2.032,2.032,  ,v           ,
MT05,TX4220SW,10/19/2021 17:02,10/26/2021 17:51,202110,5.51,2.1, ,0.016,<,0.006,<,0.006, ,0.012, ,0.071, ,0.163,<,0.02, ,0.055,1491.8,38.862,38.862,w ,            ,
MT05,TX4269SW,10/26/2021 17:51,11/2/2021 16:15,202110,5.42,2.5, ,0.015,<,0.006, ,0.007, ,0.008, ,0.06, ,0.102,<,0.02, ,0.037,1675.4,56.642,56.642,w ,            ,
MT05,TX4779SW,11/2/2021 16:15,11/9/2021 17:51,202111,5.07,5.6, ,0.04, ,0.006, ,0.013, ,0.031, ,0.115, ,0.28, ,0.093, ,0.37,352.2,19.558,19.558,w ,            ,
MT05,TX4772SW,11/9/2021 17:51,11/16/2021 18:03,202111,5.4,2.3, ,0.015,<,0.006,<,0.006,<,0.008, ,0.027, ,0.114,<,0.02, ,0.043,1798.4,48.514,48.514,w ,            ,
MT05,TX5074SW,11/16/2021 18:03,11/23/2021 17:39,202111,5.39,2.9, ,0.015,<,0.006, ,0.007,<,0.008, ,0.043, ,0.233,<,0.02, ,0.091,446.6,12.7,12.7,w ,            ,
MT05,TX5280SW,11/23/2021 17:39,11/30/2021 18:28,202111,5.51,2.2, ,0.017,<,0.006, ,0.008,<,0.008, ,0.083, ,0.159,<,0.02, ,0.089,2496.8,51.308,51.308,w ,            ,
MT05,TX5732SW,11/30/2021 18:28,12/7/2021 15:31,202112,5.46,2.4, ,0.018,<,0.006,<,0.006, ,0.01, ,0.046, ,0.186,<,0.02, ,0.088,1852.6,38.608,38.608,w ,            ,
MT05,TX5810SW,12/7/2021 15:31,12/14/2021 18:40,202112,5.57,2.5, ,0.035,<,0.006, ,0.012, ,0.044, ,0.116, ,0.272, ,0.068, ,0.076,1350.8,31.75,31.75,w ,            ,
MT05,TX6071SW,12/14/2021 18:40,12/21/2021 22:08,202112,-9,-9, ,-9,<,-9,<,-9, ,-9, ,-9, ,-9,<,-9, ,-9,1842,46.228,46.228,  ,u           ,
MT05,TX6349SW,12/21/2021 22:08,12/28/2021 18:20,202112,5.41,3.6, ,0.051,<,0.006, ,0.021, ,0.065, ,0.132, ,0.546, ,0.042, ,0.114,481.8,38.862,38.862,w ,            ,
MT05,TX6539SW,12/28/2021 18:21,1/4/2022 17:40,202201,5.41,2.9, ,0.023,<,0.006, ,0.008, ,0.023, ,0.12, ,0.394, ,0.029, ,0.05,364.8,8.636,8.636,w ,            ,
MT05,TX6774SW,1/4/2022 17:40,1/11/2022 17:07,202201,5.33,2.6, ,0.016,<,0.006,<,0.006, ,0.012, ,0.042, ,0.268, ,0.026, ,0.034,1743,50.038,50.038,w ,            ,
MT05,TX7130SW,1/11/2022 17:07,1/18/2022 15:07,202201,5.48,2.1, ,0.014,<,0.006,<,0.006,<,0.008, ,0.052, ,0.183,<,0.02, ,0.047,1174.8,19.558,19.558,w ,            ,
MT05,TX7292SW,1/18/2022 15:07,1/25/2022 16:55,202201,5.46,2,<,0.01,<,0.006,<,0.006,<,0.008, ,0.055, ,0.151,<,0.02, ,0.022,1178,20.066,20.066,w ,            ,
MT05,TX7480SW,1/25/2022 16:55,2/2/2022 0:13,202201,4.99,6.2, ,0.051, ,0.005, ,0.006, ,0.027, ,0.174, ,0.797, ,0.064, ,0.193,494,13.716,13.716,w ,            ,
MT05,TX7883SW,2/2/2022 0:14,2/8/2022 16:10,202202,5.18,5.6, ,0.039,<,0.004, ,0.007, ,0.027, ,0.235, ,0.976, ,0.063, ,0.154,740.8,11.938,11.938,w ,            ,
MT05,TX8083SW,2/8/2022 16:10,2/15/2022 16:49,202202,5.15,4.9, ,0.044,<,0.004,<,0.006, ,0.023, ,0.175, ,0.388, ,0.039, ,0.11,96,2.286,2.286,w ,            ,
MT05,TX8358SW,2/15/2022 16:49,2/22/2022 17:11,202202,5.62,2.3, ,0.018,<,0.004,<,0.006,<,0.008, ,0.122, ,0.242,<,0.02, ,0.067,2557.6,57.658,57.658,w ,            ,
MT05,TX8624SW,2/22/2022 17:11,3/1/2022 17:06,202202,5.48,1.6,<,0.01,<,0.004,<,0.006,<,0.008, ,0.016, ,0.066,<,0.02,<,0.02,4718.4,70.866,70.866,w ,            ,
MT05,TX8831SW,3/1/2022 17:06,3/8/2022 22:49,202203,5.77,2, ,0.018,<,0.004, ,0.007, ,0.068, ,0.114, ,0.174,<,0.02, ,0.083,3349,51.308,51.308,w ,            ,
MT05,TX9144SW,3/8/2022 22:49,3/15/2022 16:46,202203,5.56,2.8, ,0.028,<,0.004, ,0.007, ,0.01, ,0.144, ,0.327, ,0.027, ,0.129,993,16.256,16.256,w ,            ,
MT05,TX9662SW,3/15/2022 16:46,3/22/2022 21:44,202203,5.77,3, ,0.077, ,0.008, ,0.008, ,0.029, ,0.207, ,0.3, ,0.052, ,0.141,600.6,10.16,10.16,w ,            ,
MT05,TX9621SW,3/22/2022 21:44,3/29/2022 16:54,202203,6.23,5.7, ,0.158, ,0.017, ,0.033, ,0.023, ,0.552, ,0.69, ,0.072, ,0.306,52,1.27,1.27,w ,            ,
MT05,TX9890SW,3/29/2022 16:54,4/5/2022 16:09,202204,5.86,3, ,0.093, ,0.012, ,0.018, ,0.029, ,0.175, ,0.273, ,0.041, ,0.209,923.8,14.732,14.732,w ,            ,
MT05,TY0142SW,4/5/2022 16:09,4/12/2022 15:47,202204,5.77,2.4, ,0.101, ,0.014, ,0.023, ,0.025, ,0.098, ,0.23, ,0.045, ,0.102,255.6,5.842,5.842,w ,            ,
MT05,TY0399SW,4/12/2022 15:47,4/19/2022 15:35,202204,5.9,3, ,0.073, ,0.009, ,0.01, ,0.041, ,0.199, ,0.3, ,0.023, ,0.191,816.6,13.208,13.208,w ,            ,
MT05,TY0662SW,4/19/2022 15:35,4/26/2022 15:29,202204,5.72,2.4, ,0.035,<,0.004, ,0.009,<,0.008, ,0.165, ,0.244,<,0.02, ,0.081,410.2,6.858,6.858,w ,            ,
MT05,TY0991SW,4/26/2022 15:29,5/3/2022 21:38,202204,5.85,4.4, ,0.201, ,0.016, ,0.018, ,0.023, ,0.295, ,0.438, ,0.049, ,0.322,115.6,2.794,2.794,w ,            ,
MT05,TY1444SW,5/3/2022 21:38,5/10/2022 16:26,202205,5.99,2.7, ,0.088, ,0.013, ,0.042, ,0.011, ,0.207, ,0.225, ,0.025, ,0.133,1877,33.528,33.528,w ,            ,
MT05,TY1367SW,5/10/2022 16:26,5/17/2022 23:20,202205,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,122.6,3.556,3.556,  ,c           ,
MT05,TY1929SW,5/17/2022 23:20,5/24/2022 16:31,202205,5.82,2.2, ,0.067, ,0.009, ,0.034, ,0.011, ,0.124, ,0.173,<,0.02, ,0.11,1036.2,17.272,17.272,w ,            ,
MT05,TY1906SW,5/24/2022 16:31,5/31/2022 21:36,202205,5.75,2.2, ,0.025,<,0.004, ,0.013,<,0.008, ,0.143, ,0.19,<,0.02, ,0.09,1318.2,23.368,23.368,w ,            ,
MT05,TY2113SW,5/31/2022 21:36,6/7/2022 15:10,202206,5.85,2.5, ,0.026,<,0.004, ,0.017,<,0.008, ,0.205, ,0.247, ,0.022, ,0.1,1547.6,25.908,25.908,w ,            ,
MT05,TY2514SW,6/7/2022 15:12,6/14/2022 16:24,202206,5.54,2, ,0.018,<,0.004, ,0.015,<,0.008, ,0.064, ,0.15, ,0.021, ,0.043,5993.6,103.632,103.632,w ,            ,
MT05,TY2636SW,6/14/2022 16:24,6/21/2022 15:53,202206,6.24,4.1, ,0.41, ,0.046, ,0.041, ,0.088, ,0.071, ,0.19, ,0.111, ,0.125,4359.8,68.58,68.58,w ,            ,
MT05,TY3151SW,6/21/2022 15:53,6/28/2022 15:30,202206,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TY3046SW,6/28/2022 15:30,7/5/2022 16:54,202207,5.55,4.2, ,0.133, ,0.019, ,0.055, ,0.034, ,0.243, ,0.525, ,0.056, ,0.215,895,12.7,12.7,w ,            ,
MT05,TY3414SW,7/5/2022 16:54,7/12/2022 18:46,202207,-9,-9, ,0.88, ,0.149, ,0.386, ,0.158, ,0.946, ,3.865, ,0.334, ,1.32,8,0.762,0.762,wi,            ,
MT05,TY3670SW,7/12/2022 18:46,7/19/2022 16:58,202207,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,284.2,5.588,5.588,  ,c           ,
MT05,TY3752SW,7/19/2022 16:58,7/26/2022 16:47,202207,5.08,6.3, ,0.121, ,0.017, ,0.015, ,0.015, ,0.267, ,0.284, ,0.037, ,0.139,157.2,2.286,2.286,w ,            ,
MT05,TY4188SW,7/26/2022 16:47,8/2/2022 17:01,202207,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TY4396SW,8/2/2022 17:01,8/9/2022 16:06,202208,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TY4632SW,8/9/2022 16:06,8/16/2022 16:01,202208,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0.254,0.254,  ,v           ,
MT05,TY4697SW,8/16/2022 16:01,8/23/2022 17:07,202208,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,15,0.508,0.508,  ,c           ,
MT05,TY5032SW,8/23/2022 17:09,8/30/2022 15:06,202208,5.74,3.5, ,0.14, ,0.022, ,0.058, ,0.012, ,0.199, ,0.357, ,0.031, ,0.154,390,7.366,7.366,w ,            ,
MT05,TY5350SW,8/30/2022 15:06,9/6/2022 18:24,202209,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TY5470SW,9/6/2022 18:25,9/13/2022 16:12,202209,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0.508,0.508,  ,v           ,
MT05,TY5880SW,9/13/2022 16:13,9/20/2022 15:46,202209,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.2,0,0,d ,            ,
MT05,TY6033SW,9/20/2022 15:47,9/27/2022 16:07,202209,5.53,2.5, ,0.05, ,0.006, ,0.007,<,0.008, ,0.093, ,0.164,<,0.02, ,0.116,1519.4,24.13,24.13,w ,            ,
MT05,TY6178SW,9/27/2022 16:08,10/4/2022 16:08,202210,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,4.318,4.318,  ,v           ,
MT05,TY6829SW,10/4/2022 16:08,10/18/2022 18:21,202210,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,320.8,2.286,2.286,  ,ec          ,
MT05,TY7030SW,10/18/2022 18:21,10/25/2022 16:22,202210,5.44,4.3, ,0.066, ,0.008, ,0.021, ,0.012, ,0.283, ,0.403, ,0.033, ,0.179,1716.6,31.75,31.75,w ,            ,
MT05,TY7420SW,10/25/2022 16:22,11/1/2022 16:21,202210,5.61,2.7, ,0.085, ,0.01, ,0.014, ,0.015, ,0.109, ,0.206, ,0.03, ,0.11,1124.6,22.098,22.098,w ,            ,
MT05,TY7646SW,11/1/2022 16:21,11/8/2022 16:26,202211,5.53,2.6, ,0.051, ,0.006, ,0.014, ,0.025, ,0.1, ,0.31,<,0.02, ,0.103,2953.4,49.53,49.53,w ,            ,
MT05,TY7925SW,11/8/2022 16:26,11/16/2022 16:21,202211,4.71,8.6, ,0.023,<,0.004,<,0.006,<,0.008,<,0.014, ,0.998, ,0.057,<,0.02,57.6,1.27,1.27,w ,            ,
MT05,TY8369SW,11/16/2022 16:23,11/22/2022 16:47,202211,-9,-9, ,0.179, ,0.043,<,0.019,<,0.025, ,0.554, ,1.001, ,0.162, ,0.161,6.8,0.254,0.254,wi,            ,
MT05,TY8365SW,11/22/2022 16:47,11/29/2022 16:22,202211,5.12,4.1, ,0.027,<,0.004, ,0.006, ,0.014, ,0.092, ,0.395, ,0.028, ,0.13,1055.4,18.796,18.796,w ,            ,
MT05,TY8671SW,11/29/2022 16:24,12/6/2022 20:50,202212,5.35,2.4, ,0.016,<,0.004,<,0.006, ,0.009, ,0.031, ,0.205,<,0.02, ,0.042,855.6,21.59,21.59,w ,            ,
MT05,TY9160SW,12/6/2022 20:50,12/13/2022 16:57,202212,5.48,3.7, ,0.058, ,0.006, ,0.011, ,0.027, ,0.18, ,0.566, ,0.045, ,0.148,147,3.81,3.81,w ,            ,
MT05,TY9583SW,12/13/2022 16:57,12/20/2022 17:21,202212,4.95,5, ,0.019,<,0.004, ,0.008, ,0.013, ,0.043, ,0.581, ,0.029, ,0.125,955.4,13.97,13.97,w ,            ,
MT05,TY9579SW,12/20/2022 17:24,12/27/2022 21:02,202212,5.24,2.5,<,0.008,<,0.004, ,0.007,<,0.008,<,0.014, ,0.173,<,0.02, ,0.052,4717.6,78.232,78.232,w ,            ,
MT05,TY9648SW,12/27/2022 21:05,1/3/2023 18:41,202212,5.38,2.9, ,0.024, ,0.01, ,0.014, ,0.076, ,0.045, ,0.206, ,0.119, ,0.054,631.8,13.716,13.716,w ,            ,
MT05,TY9704SW,1/3/2023 18:44,1/10/2023 18:44,202301,5.23,3.2, ,0.015,<,0.004,<,0.006, ,0.016, ,0.072, ,0.349, ,0.027, ,0.036,174.8,3.81,3.81,w ,            ,
MT05,TY9899SW,1/10/2023 18:44,1/17/2023 19:36,202301,5.29,2.9, ,0.021, ,0.004, ,0.009, ,0.02, ,0.063, ,0.238, ,0.033, ,0.055,238.2,5.08,5.08,w ,            ,
MT05,TZ0304SW,1/17/2023 19:36,1/24/2023 16:03,202301,5.1,5.6, ,0.026,<,0.004, ,0.007, ,0.05, ,0.146, ,0.785, ,0.063, ,0.089,32.8,1.016,1.016,w ,            ,
MT05,TZ0523SW,1/24/2023 16:05,1/31/2023 17:50,202301,5.4,2.6, ,0.014,<,0.004,<,0.006, ,0.012, ,0.06, ,0.218,<,0.02, ,0.049,336.6,5.842,5.842,w ,            ,
MT05,TZ0702SW,1/31/2023 17:50,2/7/2023 18:55,202302,5.19,5.7, ,0.119, ,0.015, ,0.009, ,0.052, ,0.15, ,1.029, ,0.085, ,0.128,159.6,5.334,5.334,w ,            ,
MT05,TZ0981SW,2/7/2023 19:00,2/14/2023 18:15,202302,5.37,3, ,0.042, ,0.006, ,0.009, ,0.024, ,0.073, ,0.221, ,0.033, ,0.089,651.6,10.668,10.668,w ,            ,
MT05,TZ1256SW,2/14/2023 18:15,2/21/2023 19:34,202302,5.75,2.4, ,0.033, ,0.004, ,0.01, ,0.022, ,0.144, ,0.267, ,0.026, ,0.092,-9,41.402,41.402,w ,            ,
MT05,TZ1530SW,2/21/2023 19:42,3/1/2023 17:45,202302,5.53,3.1, ,0.077, ,0.015, ,0.037, ,0.041, ,0.091, ,0.321, ,0.065, ,0.104,282,12.954,12.954,w ,            ,
MT05,TZ1830SW,3/1/2023 17:45,3/8/2023 1:06,202303,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,239.6,7.62,7.62,  ,c           ,
MT05,TZ2421SW,3/8/2023 1:06,3/28/2023 17:15,202303,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,288.6,-9.99,4.251,  ,e           ,
MT05,TZ2656SW,3/28/2023 17:15,4/4/2023 15:59,202304,6.13,4.1, ,0.225, ,0.025, ,0.012, ,0.047, ,0.153, ,0.279, ,0.081, ,0.183,97.6,1.778,1.778,w ,            ,
MT05,TZ3006SW,4/4/2023 16:00,4/11/2023 21:00,202304,5.81,3.6, ,0.107, ,0.014, ,0.017, ,0.043, ,0.208, ,0.336, ,0.031, ,0.304,434,6.858,6.858,w ,            ,
MT05,TZ3256SW,4/11/2023 21:02,4/18/2023 15:48,202304,5.69,4.5, ,0.109, ,0.016, ,0.02, ,0.026, ,0.257, ,0.478, ,0.039, ,0.37,130.4,3.556,3.556,w ,            ,
MT05,TZ3501SW,4/18/2023 15:50,4/25/2023 16:22,202304,5.94,4, ,0.08, ,0.011, ,0.014, ,0.023, ,0.293, ,0.496, ,0.046, ,0.278,1018.4,16.764,16.764,w ,            ,
MT05,TZ3983SW,4/25/2023 16:24,5/2/2023 15:36,202304,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TZ4023SW,5/2/2023 15:38,5/9/2023 20:01,202305,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1138.8,25.908,25.908,  ,c           ,
MT05,TZ4993SW,5/9/2023 20:03,5/23/2023 22:05,202305,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,318.2,5.842,5.842,  ,e           ,
MT05,TZ5053SW,5/23/2023 22:07,5/30/2023 21:30,202305,5.96,3.4, ,0.085, ,0.018, ,0.032, ,0.01, ,0.247, ,0.427, ,0.032, ,0.168,322.6,7.366,7.366,w ,            ,
MT05,TZ5025SW,5/30/2023 21:31,6/6/2023 21:03,202306,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,3.8,0.508,0.508,  ,v           ,
MT05,TZ5422SW,6/6/2023 21:04,6/13/2023 21:36,202306,5.23,3.4, ,0.02, ,0.005, ,0.03,<,0.008, ,0.018, ,0.271,<,0.02, ,0.041,509,13.208,13.208,w ,            ,
MT05,TZ5425SW,6/13/2023 21:37,6/20/2023 18:10,202306,5.68,4.2, ,0.125, ,0.023, ,0.069, ,0.049, ,0.206, ,0.411, ,0.052, ,0.214,1831.8,34.036,34.036,w ,            ,
MT05,TZ5839SW,6/20/2023 18:12,7/4/2023 21:43,202306,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,142.4,2.794,2.794,  ,ec          ,
MT05,TZ6522SW,7/4/2023 21:45,7/11/2023 14:00,202307,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,64.2,1.016,1.016,  ,c           ,
MT05,TZ6520SW,7/11/2023 14:00,7/18/2023 16:45,202307,6.03,13.2, ,0.333, ,0.067, ,0.076, ,0.047, ,1.243, ,1.938, ,0.305, ,0.406,13.4,0.762,0.762,wd,            ,
MT05,TZ6997SW,7/18/2023 16:48,7/25/2023 18:55,202307,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0.254,0.254,  ,v           ,
MT05,TZ6998SW,7/25/2023 18:58,8/1/2023 22:12,202307,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TZ7475SW,8/1/2023 22:15,8/8/2023 21:26,202308,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TZ7523SW,8/8/2023 21:29,8/15/2023 17:25,202308,5.53,3.8, ,0.051, ,0.008, ,0.029,<,0.008, ,0.239, ,0.415, ,0.026, ,0.117,457.6,7.366,7.366,w ,            ,
MT05,TZ7873SW,8/15/2023 17:26,8/22/2023 20:29,202308,5.51,1.8,<,0.008,<,0.004, ,0.011,<,0.008, ,0.031, ,0.076,<,0.02, ,0.027,1485.2,26.67,26.67,w ,            ,
MT05,TZ7868SW,8/22/2023 20:31,8/29/2023 22:19,202308,-9,-9, ,-9, ,-9, ,-9,<,-9, ,-9, ,-9,<,-9, ,-9,1641.6,26.416,26.416,  ,c           ,
