siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
MT05,TL8884SW,9/3/2013 15:45,9/10/2013 15:00,201309,5.08,6, ,0.054,<,0.009, ,0.013, ,0.016, ,0.158, ,0.634, ,0.039, ,0.268,1119.8,16.764,16.764,w ,            ,7/25/2014
MT05,TL9133SW,9/10/2013 15:00,9/17/2013 16:00,201309,6.68,26.2, ,1.228, ,0.125, ,0.452, ,1.055, ,1.29, ,1.937, ,0.31, ,0.939,22.5,0.508,0.508,wd,            ,7/25/2014
MT05,TL9368SW,9/17/2013 16:00,9/24/2013 15:30,201309,5.51,2.4, ,0.036,<,0.009, ,0.008, ,0.013, ,0.071, ,0.152, ,0.02, ,0.093,3594.8,55.118,55.118,w ,            ,7/25/2014
MT05,TL9662SW,9/24/2013 15:30,10/1/2013 14:45,201309,5.68,2.8, ,0.059,<,0.009, ,0.018, ,0.077, ,0.101, ,0.257, ,0.037, ,0.188,1880.3,39.116,39.116,w ,            ,7/25/2014
MT05,TM0323SW,10/1/2013 14:45,10/8/2013 15:00,201310,5.88,4.4, ,0.236, ,0.031, ,0.226, ,0.033, ,0.16, ,0.354, ,0.069, ,0.295,197.8,4.318,4.318,w ,            ,7/25/2014
MT05,TM0320SW,10/8/2013 15:00,10/15/2013 15:15,201310,5.03,9.2, ,0.061, ,0.01, ,0.031, ,0.012, ,0.498, ,1.021, ,0.044, ,0.855,416.8,7.62,7.62,w ,            ,7/25/2014
MT05,TM0325SW,10/15/2013 15:15,10/22/2013 15:30,201310,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,23.7,0.762,0.762,  ,v           ,
MT05,TM0688SW,10/22/2013 15:30,10/29/2013 15:30,201310,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,3.1,0,0,d ,            ,
MT05,TM0957SW,10/29/2013 15:30,11/5/2013 17:00,201311,5.26,3.2,<,0.027,<,0.009, ,0.01, ,0.006, ,0.067, ,0.249, ,0.015, ,0.151,1876.2,30.48,30.48,w ,            ,7/25/2014
MT05,TM1128SW,11/5/2013 17:00,11/12/2013 17:00,201311,5.08,4.3,<,0.027,<,0.009, ,0.006, ,0.003, ,0.047, ,0.25, ,0.015, ,0.093,3394.8,55.626,55.626,w ,            ,7/25/2014
MT05,TM1604SW,11/12/2013 17:00,11/19/2013 16:30,201311,5.28,3.5,<,0.027,<,0.009, ,0.01, ,0.021, ,0.073, ,0.35, ,0.028, ,0.147,2504,46.228,46.228,w ,            ,7/25/2014
MT05,TM1733SW,11/19/2013 16:30,11/26/2013 16:45,201311,5.7,3.3, ,0.066, ,0.021, ,0.018, ,0.007, ,0.184, ,0.319, ,0.021, ,0.25,152.1,3.302,3.302,w ,            ,7/25/2014
MT05,TM1973SW,11/26/2013 16:45,12/3/2013 16:30,201311,5.4,2.2,<,0.027,<,0.009, ,0.003, ,0.005, ,0.032, ,0.17, ,0.012, ,0.036,1865.6,35.814,35.814,w ,            ,7/25/2014
MT05,TM2275SW,12/3/2013 16:30,12/10/2013 17:00,201312,5.28,3.6,<,0.027,<,0.009, ,0.001, ,0.006, ,0.041, ,0.474, ,0.013, ,0.027,243.7,5.842,5.842,w ,            ,7/25/2014
MT05,TM2504SW,12/10/2013 17:00,12/17/2013 16:30,201312,4.96,7.4, ,0.028, ,0.009, ,0.011, ,0.018, ,0.168, ,0.745, ,0.058, ,0.473,287.4,8.128,8.128,w ,            ,7/25/2014
MT05,TM2870SW,12/17/2013 16:30,12/24/2013 16:00,201312,-9,-9,<,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1810.1,38.608,38.608,  ,u           ,7/25/2014
MT05,TM3196SW,12/24/2013 16:00,12/31/2013 16:30,201312,5.1,5.6, ,0.09, ,0.011, ,0.007, ,0.037, ,0.081, ,0.754, ,0.063, ,0.255,316.7,7.874,7.874,w ,            ,7/25/2014
MT05,TM3403SW,12/31/2013 16:30,1/7/2014 17:00,201401,5.43,2.6, ,0.02,<,0.005, ,0.006, ,0.008, ,0.061, ,0.192, ,0.015, ,0.096,1574.4,26.162,26.162,w ,            ,6/8/2015
MT05,TM3544SW,1/7/2014 17:00,1/14/2014 17:15,201401,5.48,3.7, ,0.037, ,0.008, ,0.01, ,0.043, ,0.15, ,0.366, ,0.074, ,0.208,1978,43.18,43.18,w ,            ,6/8/2015
MT05,TM3865SW,1/14/2014 17:15,1/21/2014 17:00,201401,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1.5,0,0,d ,            ,
MT05,TM3994SW,1/21/2014 17:00,1/28/2014 16:45,201401,4.94,7, ,0.028, ,0.019, ,0.008, ,0.017, ,0.096, ,0.889, ,0.043, ,0.074,181.6,4.318,4.318,w ,            ,6/8/2015
MT05,TM4388SW,1/28/2014 16:45,2/4/2014 17:00,201402,5.24,2.7,<,0.019, ,0.006, ,0.002, ,0.006, ,0.037, ,0.228, ,0.01, ,0.032,619.8,14.224,14.224,w ,            ,6/8/2015
MT05,TM4690SW,2/4/2014 17:00,2/11/2014 17:00,201402,5.46,2.7, ,0.054, ,0.015, ,0.005, ,0.019, ,0.062, ,0.329, ,0.017, ,0.121,600,11.43,11.43,w ,            ,6/8/2015
MT05,TM4875SW,2/11/2014 17:00,2/18/2014 16:45,201402,5.61,2.1, ,0.03, ,0.007, ,0.012, ,0.04, ,0.076, ,0.159, ,0.036, ,0.083,2094.9,38.1,38.1,w ,            ,6/8/2015
MT05,TM5167SW,2/18/2014 16:45,2/25/2014 17:00,201402,5.31,2.7, ,0.021,<,0.005, ,0.006, ,0.018, ,0.057, ,0.258, ,0.025, ,0.059,729.8,17.272,17.272,w ,            ,6/8/2015
MT05,TM5488SW,2/25/2014 17:00,3/4/2014 17:45,201403,5.29,2.9,<,0.019,<,0.005, ,0.002, ,0.008, ,0.029, ,0.222, ,0.014, ,0.057,1749.7,48.006,48.006,w ,            ,6/8/2015
MT05,TM5700SW,3/4/2014 17:45,3/11/2014 16:15,201403,5.58,2.2,<,0.019,<,0.005, ,0.01, ,0.024, ,0.067, ,0.098, ,0.034, ,0.115,4518.7,78.486,78.486,w ,            ,6/8/2015
MT05,TM5961SW,3/11/2014 16:15,3/18/2014 16:30,201403,5.43,3.2, ,0.029, ,0.006, ,0.008, ,0.023, ,0.123, ,0.269, ,0.03, ,0.182,1968.6,30.48,30.48,w ,            ,6/8/2015
MT05,TM6176SW,3/18/2014 16:30,3/25/2014 16:15,201403,5.42,5, ,0.056, ,0.009, ,0.008, ,0.03, ,0.163, ,0.448, ,0.038, ,0.188,785.4,14.986,14.986,w ,            ,6/8/2015
MT05,TM6471SW,3/25/2014 16:15,4/1/2014 15:45,201403,5.69,2.8, ,0.028, ,0.007, ,0.006, ,0.013, ,0.163, ,0.292, ,0.027, ,0.163,1497.9,30.734,30.734,w ,            ,6/8/2015
MT05,TM6683SW,4/1/2014 15:45,4/8/2014 15:45,201404,5.75,4.1, ,0.072, ,0.01, ,0.013, ,0.012, ,0.338, ,0.349, ,0.026, ,0.329,272.3,6.096,6.096,w ,            ,6/8/2015
MT05,TM7109SW,4/8/2014 15:45,4/15/2014 15:15,201404,5.49,2.6, ,0.037, ,0.005, ,0.006, ,0.008, ,0.084, ,0.236, ,0.012, ,0.118,588.9,8.89,8.89,w ,            ,6/8/2015
MT05,TM7195SW,4/15/2014 15:15,4/22/2014 15:30,201404,5.74,3.8, ,0.073, ,0.012, ,0.02, ,0.03, ,0.275, ,0.327, ,0.039, ,0.334,1273.8,27.94,27.94,w ,            ,6/8/2015
MT05,TM7441SW,4/22/2014 15:30,4/29/2014 15:30,201404,5.88,3.9, ,0.077, ,0.013, ,0.02, ,0.037, ,0.32, ,0.383, ,0.029, ,0.269,1107.8,19.558,19.558,w ,            ,6/8/2015
MT05,TM7845SW,4/29/2014 15:30,5/6/2014 15:30,201405,5.68,4.3, ,0.106, ,0.018, ,0.026, ,0.036, ,0.258, ,0.501, ,0.053, ,0.399,1100.2,17.78,17.78,w ,            ,6/8/2015
MT05,TM8208SW,5/6/2014 15:30,5/13/2014 15:30,201405,5.6,2.8, ,0.033, ,0.007, ,0.012, ,0.006, ,0.15, ,0.248, ,0.011, ,0.197,899.3,14.478,14.478,w ,            ,6/8/2015
MT05,TM8364SW,5/13/2014 15:30,5/20/2014 15:15,201405,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,9.6,0.508,0.508,  ,v           ,
MT05,TM8545SW,5/20/2014 15:15,5/27/2014 16:00,201405,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,52.5,1.016,1.016,  ,c           ,6/8/2015
MT05,TM9107SW,5/27/2014 16:00,6/3/2014 15:45,201405,5.85,5.1, ,0.208, ,0.034, ,0.065, ,0.033, ,0.268, ,0.545, ,0.045, ,0.394,1324.1,19.812,19.812,w ,            ,6/8/2015
MT05,TM9181SW,6/3/2014 15:45,6/10/2014 16:00,201406,5.01,4.5, ,0.067, ,0.015, ,0.04, ,0.015, ,0.029, ,0.345, ,0.029, ,0.279,605.6,9.906,9.906,w ,            ,6/8/2015
MT05,TM9384SW,6/10/2014 16:00,6/17/2014 17:15,201406,5.29,3.4, ,0.069, ,0.012, ,0.027, ,0.029, ,0.093, ,0.299, ,0.035, ,0.203,3195.9,53.594,53.594,w ,            ,6/8/2015
MT05,TM9812SW,6/17/2014 17:15,6/24/2014 18:30,201406,5.13,3.2, ,0.026,<,0.005, ,0.014,<,0.005, ,0.046, ,0.25, ,0.013, ,0.111,3656.7,58.42,58.42,w ,            ,6/8/2015
MT05,TN0027SW,6/24/2014 18:30,7/1/2014 17:30,201406,5.47,3.4, ,0.058, ,0.01, ,0.03,<,0.005, ,0.135, ,0.329, ,0.02, ,0.145,1840,27.686,27.686,w ,            ,6/8/2015
MT05,TN0214SW,7/1/2014 17:30,7/8/2014 16:15,201407,5.77,12.1, ,0.427, ,0.089, ,0.246, ,0.064, ,0.486, ,1.708, ,0.196, ,0.586,32.6,0.508,0.508,wd,            ,6/8/2015
MT05,TN0695SW,7/8/2014 16:15,7/15/2014 17:00,201407,5.19,6.3, ,0.154, ,0.022, ,0.031, ,0.012, ,0.261, ,0.505, ,0.035, ,0.425,1605.1,24.384,24.384,w ,            ,6/8/2015
MT05,TN0777SW,7/15/2014 17:00,7/22/2014 17:45,201407,5.25,7, ,0.16, ,0.03, ,0.067, ,0.034, ,0.311, ,0.875, ,0.123, ,0.274,75.3,1.27,1.27,w ,            ,6/8/2015
MT05,TN1279SW,7/22/2014 17:45,7/29/2014 17:45,201407,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,277.9,5.08,5.08,  ,c           ,6/8/2015
MT05,TN1355SW,7/29/2014 17:45,8/5/2014 16:15,201408,5.01,7.8, ,0.138, ,0.019, ,0.034, ,0.008, ,0.316, ,0.765, ,0.052, ,0.281,477.7,7.366,7.366,w ,            ,6/8/2015
MT05,TN1645SW,8/5/2014 16:15,8/12/2014 17:45,201408,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.1,0,0,d ,            ,
MT05,TN1789SW,8/12/2014 18:01,8/19/2014 16:00,201408,5.3,3.6, ,0.033, ,0.005, ,0.007, ,0.008, ,0.171, ,0.361, ,0.015, ,0.133,2032.8,29.718,29.718,w ,            ,6/8/2015
MT05,TN2110SW,8/19/2014 16:00,8/26/2014 19:00,201408,5.03,5.8, ,0.068, ,0.011, ,0.047, ,0.011, ,0.204, ,0.709, ,0.028, ,0.273,333.8,18.542,18.542,w ,            ,6/8/2015
MT05,TN2444SW,8/26/2014 19:00,9/2/2014 15:45,201408,5.15,4.9, ,0.075, ,0.011, ,0.027, ,0.009, ,0.102, ,0.496, ,0.031, ,0.243,558.3,8.89,8.89,w ,            ,6/8/2015
MT05,TN2614SW,9/2/2014 15:45,9/9/2014 15:45,201409,5.34,3.4, ,0.064, ,0.009, ,0.022, ,0.011, ,0.084, ,0.368, ,0.025, ,0.157,425.4,6.858,6.858,w ,            ,6/8/2015
MT05,TN2844SW,9/9/2014 15:45,9/16/2014 16:45,201409,5.16,3.7,<,0.019,<,0.005, ,0.007,<,0.005, ,0.033, ,0.19, ,0.021, ,0.183,964.3,15.24,15.24,w ,            ,6/8/2015
MT05,TN3173SW,9/16/2014 16:45,9/23/2014 15:30,201409,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,62.7,1.27,1.27,  ,c           ,6/8/2015
MT05,TN3371SW,9/23/2014 15:30,9/30/2014 20:15,201409,5.43,2.1,<,0.019,<,0.005, ,0.01,<,0.005, ,0.036, ,0.1, ,0.008, ,0.059,831,13.716,13.716,w ,            ,6/8/2015
MT05,TN3670SW,9/30/2014 20:15,10/7/2014 16:01,201410,5.23,4.2, ,0.043, ,0.008, ,0.017, ,0.022, ,0.152, ,0.469, ,0.037, ,0.24,619.2,9.398,9.398,w ,            ,6/8/2015
MT05,TN4043SW,10/7/2014 16:02,10/14/2014 20:04,201410,5.3,5.7, ,0.116, ,0.015, ,0.029, ,0.024, ,0.225, ,0.567, ,0.068, ,0.481,212.6,-9.99,3.131,w ,            ,6/8/2015
MT05,TN4309SW,10/14/2014 20:04,10/21/2014 17:08,201410,6.32,4.9, ,0.19, ,0.019, ,0.054, ,0.403, ,0.183, ,0.459, ,0.083, ,0.253,557.2,-9.99,8.207,w ,            ,6/8/2015
MT05,TN4564SW,10/21/2014 17:10,10/28/2014 17:35,201410,5.54,2.3, ,0.022,<,0.005, ,0.016, ,0.025, ,0.081, ,0.15, ,0.025, ,0.086,1716.1,27.432,27.432,w ,            ,6/8/2015
MT05,TN4767SW,10/28/2014 17:40,11/4/2014 17:35,201411,5.36,3, ,0.038,<,0.005, ,0.016, ,0.011, ,0.072, ,0.243, ,0.018, ,0.122,2611.9,43.688,43.688,w ,            ,6/8/2015
MT05,TN4944SW,11/4/2014 18:00,11/11/2014 18:30,201411,4.94,7.3, ,0.085, ,0.014, ,0.034, ,0.041, ,0.142, ,0.743, ,0.061, ,0.345,1628,-9.99,23.979,w ,            ,6/8/2015
MT05,TN5249SW,11/11/2014 18:35,11/18/2014 18:26,201411,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,7.7,0,0,d ,            ,
MT05,TN5435SW,11/18/2014 18:35,11/25/2014 19:45,201411,5.31,3.3, ,0.032, ,0.009, ,0.013, ,0.041, ,0.079, ,0.255, ,0.055, ,0.162,2052.7,-9.99,30.235,w ,            ,6/8/2015
MT05,TN5804SW,11/25/2014 19:50,12/2/2014 18:33,201411,-9,-9, ,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,4247.4,-9.99,62.562,  ,u           ,6/8/2015
MT05,TN6022SW,12/2/2014 18:38,12/9/2014 18:30,201412,5.24,3.1,<,0.019,<,0.005, ,0.002,<,0.005, ,0.033, ,0.272, ,0.011, ,0.034,1093.3,-9.99,16.103,w ,            ,6/8/2015
MT05,TN6483SW,12/9/2014 18:45,12/16/2014 19:00,201412,5.4,2.7, ,0.02,<,0.005, ,0.005, ,0.006, ,0.067, ,0.19, ,0.009, ,0.07,629.2,-9.99,9.267,w ,            ,6/8/2015
MT05,TN6640SW,12/16/2014 19:00,12/23/2014 19:45,201412,5.46,2.2,<,0.009,<,0.002, ,0.003, ,0.007, ,0.065, ,0.171, ,0.011, ,0.037,2063.5,33.02,33.02,w ,            ,6/8/2015
MT05,TN6778SW,12/23/2014 19:45,12/30/2014 18:30,201412,5.38,2.4, ,0.013, ,0.003, ,0.007, ,0.025, ,0.021, ,0.105, ,0.025, ,0.053,1956.3,50.292,50.292,w ,            ,6/8/2015
MT05,TN7094SW,12/30/2014 18:30,1/6/2015 18:30,201501,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9, ,-9, ,-9, ,-9,1738.6,65.532,65.532,  ,u           ,6/8/2015
MT05,TN7388SW,1/6/2015 18:35,1/13/2015 18:15,201501,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,214.9,3.556,3.556,  ,b           ,6/8/2015
MT05,TN7924SW,1/13/2015 18:30,1/20/2015 18:15,201501,-9,-9, ,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1675.6,27.686,27.686,  ,b           ,6/8/2015
MT05,TN7854SW,1/20/2015 18:25,1/27/2015 18:10,201501,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,575.3,8.636,8.636,  ,u           ,6/8/2015
MT05,TN8238SW,1/27/2015 18:20,2/3/2015 18:00,201501,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,566.1,8.382,8.382,  ,u           ,6/8/2015
MT05,TN9301SW,2/3/2015 18:00,2/10/2015 18:30,201502,5.57,2.7, ,0.053, ,0.005, ,0.01, ,0.043, ,0.104, ,0.252, ,0.029, ,0.127,3530.4,55.626,55.626,w ,            ,
MT05,TN8699SW,2/10/2015 18:30,2/17/2015 18:30,201502,5.9,3, ,0.02, ,0.003, ,0.046, ,0.039, ,0.264, ,0.303, ,0.06, ,0.058,248.4,5.08,5.08,w ,            ,
MT05,TN8943SW,2/17/2015 18:30,2/24/2015 17:35,201502,5.1,10.1, ,0.065, ,0.01, ,0.023, ,0.05, ,0.565, ,1.409, ,0.048, ,0.414,289.3,4.826,4.826,w ,            ,
MT05,TN9298SW,2/24/2015 17:35,3/3/2015 17:35,201502,5.03,5.9, ,0.107, ,0.018, ,0.007,<,0.011, ,0.155, ,0.368, ,0.022, ,0.234,34.4,1.016,1.016,wd,            ,
MT05,TN9541SW,3/3/2015 17:35,3/10/2015 17:30,201503,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,0,0,d ,            ,
MT05,TN9714SW,3/10/2015 17:45,3/17/2015 17:30,201503,5.68,2.1, ,0.012,<,0.002, ,0.004,<,0.006, ,0.114, ,0.121, ,0.009, ,0.075,4195.8,63.246,63.246,w ,            ,
MT05,TN9984SW,3/17/2015 17:30,3/24/2015 18:00,201503,5.47,3.3, ,0.04, ,0.006, ,0.009, ,0.012, ,0.128, ,0.298, ,0.025, ,0.154,645,12.192,12.192,w ,            ,
MT05,TO0278SW,3/24/2015 18:00,3/31/2015 17:30,201503,5.44,3.5, ,0.05, ,0.007, ,0.016, ,0.015, ,0.208, ,0.42, ,0.025, ,0.16,786.2,17.272,17.272,w ,            ,
MT05,TO0594SW,3/31/2015 17:40,4/7/2015 16:35,201504,5.6,4.6, ,0.115, ,0.015, ,0.026, ,0.024, ,0.305, ,0.515, ,0.042, ,0.472,748.6,11.684,11.684,w ,            ,
MT05,TO0826SW,4/7/2015 16:40,4/14/2015 17:45,201504,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,364.6,5.842,5.842,  ,c           ,
MT05,TO1097SW,4/14/2015 17:45,4/21/2015 17:45,201504,5.52,4.4, ,0.096, ,0.013, ,0.017, ,0.017, ,0.307, ,0.472, ,0.028, ,0.168,39.8,1.27,1.27,wi,            ,
MT05,TO1591SW,4/21/2015 18:00,4/28/2015 17:00,201504,5.8,9.1, ,0.319, ,0.045, ,0.113, ,0.061, ,0.66, ,1.68, ,0.19, ,0.438,28,0.762,0.762,wd,            ,
MT05,TO1695SW,4/28/2015 17:18,5/5/2015 16:00,201505,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,0,0,d ,            ,
MT05,TO1856SW,5/5/2015 16:00,5/12/2015 16:00,201505,6.13,3.3, ,0.1, ,0.011, ,0.007, ,0.006, ,0.326, ,0.286, ,0.013, ,0.156,1014.4,14.732,14.732,w ,            ,
MT05,TO2063SW,5/12/2015 16:00,5/19/2015 16:00,201505,6.1,8.3, ,0.218, ,0.027, ,0.015, ,0.128, ,0.824, ,0.565, ,0.167, ,0.484,194.5,4.064,4.064,w ,            ,
MT05,TO2487SW,5/19/2015 16:00,5/26/2015 20:30,201505,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1.2,0,0,d ,            ,
MT05,TO2681SW,5/26/2015 20:30,6/2/2015 14:30,201505,5.21,5.3, ,0.095, ,0.019, ,0.063, ,0.008, ,0.202, ,0.659, ,0.035, ,0.317,1731.8,26.416,26.416,w ,            ,
MT05,TO2975SW,6/2/2015 14:30,6/9/2015 14:40,201506,5.47,2.2, ,0.036, ,0.007, ,0.016,<,0.006, ,0.044, ,0.136, ,0.011, ,0.052,1156.7,18.542,18.542,w ,            ,
MT05,TO3225SW,6/9/2015 14:45,6/16/2015 16:05,201506,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,23.9,0.508,0.508,  ,c           ,
MT05,TO3554SW,6/16/2015 16:05,6/23/2015 15:35,201506,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0.254,0.254,  ,v           ,
MT05,TO3853SW,6/23/2015 15:35,6/30/2015 15:10,201506,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1.6,0,0,d ,            ,
MT05,TO3995SW,6/30/2015 15:10,7/7/2015 16:30,201507,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,200.4,2.54,2.54,  ,c           ,
MT05,TO4243SW,7/7/2015 16:30,7/14/2015 15:52,201507,5.89,5.1, ,0.215, ,0.024, ,0.022, ,0.008, ,0.413, ,0.511, ,0.035, ,0.174,-9,6.858,6.858,w ,            ,
MT05,TO4434SW,7/14/2015 15:52,7/21/2015 14:54,201507,5.56,4.9, ,0.303, ,0.044, ,0.025, ,0.018, ,0.18, ,0.479, ,0.047, ,0.353,98.8,1.524,1.524,w ,            ,
MT05,TO4779SW,7/21/2015 14:54,7/28/2015 16:30,201507,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,233.6,3.81,3.81,  ,c           ,
MT05,TO5137SW,7/28/2015 16:30,8/4/2015 16:15,201508,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,0,0,d ,            ,
MT05,TO5392SW,8/4/2015 16:15,8/11/2015 15:01,201508,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TO5653SW,8/11/2015 15:01,8/18/2015 17:00,201508,7.34,63.2, ,5.707, ,0.688, ,1.548, ,0.442, ,3.192, ,5.167, ,0.515, ,2.689,87.8,1.016,1.016,w ,            ,
MT05,TO5904SW,8/18/2015 17:00,8/25/2015 16:00,201508,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,6,2.286,2.286,  ,c           ,
MT05,TO6139SW,8/25/2015 16:00,9/1/2015 17:30,201508,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,567.9,8.89,8.89,  ,c           ,
MT05,TO6278SW,9/1/2015 17:35,9/8/2015 15:24,201509,5.46,3.1, ,0.05, ,0.007, ,0.012, ,0.02, ,0.131, ,0.254, ,0.028, ,0.11,942.6,25.146,25.146,w ,            ,
MT05,TO6674SW,9/8/2015 15:24,9/15/2015 15:03,201509,5.32,4.7, ,0.052, ,0.01, ,0.027, ,0.041, ,0.232, ,0.514, ,0.07, ,0.201,329.2,4.826,4.826,w ,            ,
MT05,TO6971SW,9/15/2015 15:09,9/22/2015 15:09,201509,6.27,9.1, ,0.291, ,0.038, ,0.476, ,0.315, ,0.469, ,0.794, ,0.524, ,0.386,168.4,3.302,3.302,w ,            ,
MT05,TO7182SW,9/22/2015 15:09,9/29/2015 14:42,201509,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,0,0,d ,            ,
MT05,TO7561SW,9/29/2015 14:42,10/6/2015 17:00,201510,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,0,0,d ,            ,
MT05,TO7749SW,10/6/2015 17:00,10/13/2015 16:45,201510,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,217.6,4.064,4.064,  ,c           ,
MT05,TO7996SW,10/13/2015 16:45,10/20/2015 16:13,201510,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,2.6,0,0,d ,            ,
MT05,TO8191SW,10/20/2015 16:14,10/27/2015 16:15,201510,5.77,3.7, ,0.058, ,0.011, ,0.02, ,0.035, ,0.294, ,0.469, ,0.046, ,0.162,401.1,6.35,6.35,w ,            ,
MT05,TO8474SW,10/27/2015 16:15,11/3/2015 17:03,201510,5.59,2.4, ,0.021, ,0.004, ,0.044, ,0.029, ,0.103, ,0.168, ,0.057, ,0.059,2571,51.054,51.054,w ,            ,
MT05,TO8683SW,11/3/2015 17:03,11/10/2015 16:24,201511,5.55,4, ,0.045, ,0.006, ,0.011, ,0.007, ,0.261, ,0.53, ,0.021, ,0.19,627,10.16,10.16,w ,            ,
MT05,TO9301SW,11/10/2015 16:24,11/17/2015 16:25,201511,5.66,2.4, ,0.086, ,0.018, ,0.024, ,0.013, ,0.07, ,0.197, ,0.022, ,0.082,1810.1,24.13,24.13,w ,            ,
MT05,TO9302SW,11/17/2015 16:25,11/24/2015 17:00,201511,5.19,4.2, ,0.049, ,0.008, ,0.013, ,0.01, ,0.113, ,0.6, ,0.021, ,0.106,536.3,23.622,23.622,w ,            ,
MT05,TO9602SW,11/24/2015 17:12,12/1/2015 15:12,201511,5.55,2.7, ,0.069, ,0.012, ,0.018,<,0.006, ,0.067, ,0.314, ,0.018, ,0.053,76.1,2.032,2.032,w ,            ,
MT05,TO9927SW,12/1/2015 15:12,12/8/2015 15:21,201512,5.62,2, ,0.039, ,0.003, ,0.006, ,0.013, ,0.058, ,0.12, ,0.012, ,0.041,1793.9,28.194,28.194,w ,            ,
MT05,TP0166SW,12/8/2015 15:21,12/15/2015 16:30,201512,5.45,2.3, ,0.01, ,0.002, ,0.005, ,0.013, ,0.03, ,0.074, ,0.025, ,0.03,3246,53.594,53.594,w ,            ,
MT05,TP0236SW,12/15/2015 16:30,12/22/2015 17:43,201512,-9,-9, ,-9, ,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9,2300,51.816,51.816,  ,u           ,
MT05,TP0461SW,12/22/2015 17:43,12/29/2015 15:58,201512,5.18,3.6, ,0.01, ,0.002, ,0.004, ,0.011, ,0.029, ,0.41, ,0.024, ,0.031,1168.1,28.702,28.702,w ,            ,12/15/2022
MT05,TP0833SW,12/29/2015 15:58,1/5/2016 18:33,201601,-9,-9, ,-9, ,-9, ,-9, ,-9, ,0.252, ,1.184, ,0.076, ,0.317,15.2,0.762,0.762,wi,            ,
MT05,TP1206SW,1/5/2016 18:33,1/12/2016 23:28,201601,4.73,13.2, ,0.045, ,0.009, ,0.017, ,0.03, ,0.4, ,2.099, ,0.047, ,0.512,53.8,2.54,2.54,wi,            ,
MT05,TP1319SW,1/12/2016 23:28,1/19/2016 16:50,201601,5.33,3.1,<,0.009, ,0.004, ,0.011, ,0.029, ,0.082, ,0.323, ,0.05, ,0.054,1592.9,32.004,32.004,w ,            ,3/17/2017
