"dateOn","dateOff","NH4","NO3","subppt","L3w"
2013-02-12 17:00:00,2013-02-19 18:00:00,0.157,0.394,22.606,628688.010068735
2013-02-19 18:00:00,2013-02-26 17:00:00,0.168,0.427,22.098,614560.189617752
2013-02-26 17:00:00,2013-03-05 17:00:00,0.111,0.967,23.368,649879.740745209
2013-03-05 17:00:00,2013-03-12 16:00:00,0.283,0.685,7.874,218981.216990233
2013-03-12 16:00:00,2013-03-19 16:00:00,0.119,0.197,42.418,1179673.00765706
2013-03-19 16:00:00,2013-03-26 20:00:00,0.121,0.25,8.636,240172.947666708
2013-03-26 20:00:00,2013-04-02 16:00:00,0.412,0.604,3.302,91830.8329313882
2013-04-02 16:00:00,2013-04-09 16:00:00,0.196,0.263,17.526,487409.805558907
2013-04-09 16:00:00,2013-04-16 15:00:00,0.315,0.351,17.78,494473.715784398
2013-04-16 15:00:00,2013-04-23 16:00:00,0.226,0.268,20.066,558048.907813821
2013-04-23 16:00:00,2013-04-30 16:00:00,0.098,0.188,5.842,162469.935186302
2013-04-30 16:00:00,2013-05-07 16:00:00,0.225,0.617,5.334,148342.114735319
2013-05-07 16:00:00,2013-05-14 16:00:00,-9,-9,1.524,42383.4613529484
2013-05-14 16:00:00,2013-05-21 15:00:00,0.142,0.292,6.35,176597.755637285
2013-05-21 15:00:00,2013-05-28 15:00:00,-9,-9,41.656,1158481.27698059
2013-05-28 15:00:00,2013-06-04 16:00:00,0.116,0.362,8.89,247236.857892199
2013-06-04 16:00:00,2013-06-11 16:00:00,-9,-9,0,0
2013-06-11 16:00:00,2013-06-18 16:00:00,-9,-9,8.382,233109.037441216
2013-06-18 16:00:00,2013-06-25 16:00:00,0.142,0.487,58.928,1638827.172314
2013-06-25 16:00:00,2013-07-02 16:00:00,0.027,0.266,6.858,190725.576088268
2013-07-02 16:00:00,2013-07-09 16:00:00,0.226,0.552,7.62,211917.306764742
2013-07-09 16:00:00,2013-07-16 16:00:00,-9,-9,0,0
2013-07-16 16:00:00,2013-07-23 17:00:00,-9,-9,0.254,7063.9102254914
2013-07-23 17:00:00,2013-07-30 16:00:00,-9,-9,0,0
2013-07-30 16:00:00,2013-08-06 16:00:00,0.057,0.281,30.734,854733.137284459
2013-08-06 16:00:00,2013-08-13 16:00:00,-9,-9,5.842,162469.935186302
2013-08-13 16:00:00,2013-08-20 16:00:00,-9,-9,0,0
2013-08-20 16:00:00,2013-08-27 16:00:00,3.317,3.511,1.27,35319.551127457
2013-08-27 16:00:00,2013-09-03 16:00:00,-9,-9,4.064,113022.563607862
2013-09-03 16:00:00,2013-09-10 15:00:00,0.158,0.634,16.764,466218.074882432
2013-09-10 15:00:00,2013-09-17 16:00:00,1.29,1.937,0.508,14127.8204509828
2013-09-17 16:00:00,2013-09-24 16:00:00,0.071,0.152,55.118,1532868.51893163
2013-09-24 16:00:00,2013-10-01 15:00:00,0.101,0.257,39.116,1087842.17472568
2013-10-01 15:00:00,2013-10-08 15:00:00,0.16,0.354,4.318,120086.473833354
2013-10-08 15:00:00,2013-10-15 15:00:00,0.498,1.021,7.62,211917.306764742
2013-10-15 15:00:00,2013-10-22 16:00:00,-9,-9,0.762,21191.7306764742
2013-10-22 16:00:00,2013-10-29 16:00:00,-9,-9,0,0
2013-10-29 16:00:00,2013-11-05 17:00:00,0.067,0.249,30.48,847669.227058968
2013-11-05 17:00:00,2013-11-12 17:00:00,0.047,0.25,55.626,1546996.33938262
2013-11-12 17:00:00,2013-11-19 17:00:00,0.073,0.35,46.228,1285631.66103943
2013-11-19 17:00:00,2013-11-26 17:00:00,0.184,0.319,3.302,91830.8329313882
2013-11-26 17:00:00,2013-12-03 17:00:00,0.032,0.17,35.814,996011.341794287
2013-12-03 17:00:00,2013-12-10 17:00:00,0.041,0.474,5.842,162469.935186302
2013-12-10 17:00:00,2013-12-17 17:00:00,0.168,0.745,8.128,226045.127215725
2013-12-17 17:00:00,2013-12-24 16:00:00,-9,-9,38.608,1073714.35427469
2013-12-24 16:00:00,2013-12-31 17:00:00,0.081,0.754,7.874,218981.216990233
2013-12-31 17:00:00,2014-01-07 17:00:00,0.061,0.192,26.162,727582.753225614
2014-01-07 17:00:00,2014-01-14 17:00:00,0.15,0.366,43.18,1200864.73833354
2014-01-14 17:00:00,2014-01-21 17:00:00,-9,-9,0,0
2014-01-21 17:00:00,2014-01-28 17:00:00,0.096,0.889,4.318,120086.473833354
2014-01-28 17:00:00,2014-02-04 17:00:00,0.037,0.228,14.224,395578.972627518
2014-02-04 17:00:00,2014-02-11 17:00:00,0.062,0.329,11.43,317875.960147113
2014-02-11 17:00:00,2014-02-18 17:00:00,0.076,0.159,38.1,1059586.53382371
2014-02-18 17:00:00,2014-02-25 17:00:00,0.057,0.258,17.272,480345.895333415
2014-02-25 17:00:00,2014-03-04 18:00:00,0.029,0.222,48.006,1335079.03261787
2014-03-04 18:00:00,2014-03-11 16:00:00,0.067,0.098,78.486,2182748.25967684
2014-03-11 16:00:00,2014-03-18 17:00:00,0.123,0.269,30.48,847669.227058968
2014-03-18 17:00:00,2014-03-25 16:00:00,0.163,0.448,14.986,416770.703303993
2014-03-25 16:00:00,2014-04-01 16:00:00,0.163,0.292,30.734,854733.137284459
2014-04-01 16:00:00,2014-04-08 16:00:00,0.338,0.349,6.096,169533.845411794
2014-04-08 16:00:00,2014-04-15 15:00:00,0.084,0.236,8.89,247236.857892199
2014-04-15 15:00:00,2014-04-22 16:00:00,0.275,0.327,27.94,777030.124804054
2014-04-22 16:00:00,2014-04-29 16:00:00,0.32,0.383,19.558,543921.087362838
2014-04-29 16:00:00,2014-05-06 16:00:00,0.258,0.501,17.78,494473.715784398
2014-05-06 16:00:00,2014-05-13 16:00:00,0.15,0.248,14.478,402642.88285301
2014-05-13 16:00:00,2014-05-20 15:00:00,-9,-9,0.508,14127.8204509828
2014-05-20 15:00:00,2014-05-27 16:00:00,-9,-9,1.016,28255.6409019656
2014-05-27 16:00:00,2014-06-03 16:00:00,0.268,0.545,19.812,550984.997588329
2014-06-03 16:00:00,2014-06-10 16:00:00,0.029,0.345,9.906,275492.498794165
2014-06-10 16:00:00,2014-06-17 17:00:00,0.093,0.299,53.594,1490485.05757869
2014-06-17 17:00:00,2014-06-24 19:00:00,0.046,0.25,58.42,1624699.35186302
2014-06-24 19:00:00,2014-07-01 18:00:00,0.135,0.329,27.686,769966.214578563
2014-07-01 18:00:00,2014-07-08 16:00:00,0.486,1.708,0.508,14127.8204509828
2014-07-08 16:00:00,2014-07-15 17:00:00,0.261,0.505,24.384,678135.381647174
2014-07-15 17:00:00,2014-07-22 18:00:00,0.311,0.875,1.27,35319.551127457
2014-07-22 18:00:00,2014-07-29 18:00:00,-9,-9,5.08,141278.204509828
2014-07-29 18:00:00,2014-08-05 16:00:00,0.316,0.765,7.366,204853.396539251
2014-08-05 16:00:00,2014-08-12 18:00:00,-9,-9,0,0
2014-08-12 18:00:00,2014-08-19 16:00:00,0.171,0.361,29.718,826477.496382494
2014-08-19 16:00:00,2014-08-26 19:00:00,0.204,0.709,18.542,515665.446460872
2014-08-26 19:00:00,2014-09-02 16:00:00,0.102,0.496,8.89,247236.857892199
2014-09-02 16:00:00,2014-09-09 16:00:00,0.084,0.368,6.858,190725.576088268
2014-09-09 16:00:00,2014-09-16 17:00:00,0.033,0.19,15.24,423834.613529484
2014-09-16 17:00:00,2014-09-23 16:00:00,-9,-9,1.27,35319.551127457
2014-09-23 16:00:00,2014-09-30 20:00:00,0.036,0.1,13.716,381451.152176536
2014-09-30 20:00:00,2014-10-07 16:00:00,0.152,0.469,9.398,261364.678343182
2014-10-07 16:00:00,2014-10-14 20:00:00,0.225,0.567,3.131,87075.2083307621
2014-10-14 20:00:00,2014-10-21 17:00:00,0.183,0.459,8.207,228242.170159874
2014-10-21 17:00:00,2014-10-28 18:00:00,0.081,0.15,27.432,762902.304353071
2014-10-28 18:00:00,2014-11-04 18:00:00,0.072,0.243,43.688,1214992.55878452
2014-11-04 18:00:00,2014-11-11 19:00:00,0.142,0.743,23.979,666872.060224639
2014-11-11 19:00:00,2014-11-18 18:00:00,-9,-9,0,0
2014-11-18 19:00:00,2014-11-25 20:00:00,0.079,0.255,30.235,840855.612865088
2014-11-25 20:00:00,2014-12-02 19:00:00,-9,-9,62.562,1739891.14774485
2014-12-02 19:00:00,2014-12-09 19:00:00,0.033,0.272,16.103,447835.221894047
2014-12-09 19:00:00,2014-12-16 19:00:00,0.067,0.19,9.267,257721.48054972
2014-12-16 19:00:00,2014-12-23 20:00:00,0.065,0.171,33.02,918308.329313882
2014-12-23 20:00:00,2014-12-30 19:00:00,0.021,0.105,50.292,1398654.2246473
2014-12-30 19:00:00,2015-01-06 19:00:00,-9,-9,65.532,1822488.83817678
2015-01-06 19:00:00,2015-01-13 18:00:00,-9,-9,3.556,98894.7431568796
2015-01-13 19:00:00,2015-01-20 18:00:00,-9,-9,27.686,769966.214578563
2015-01-20 18:00:00,2015-01-27 18:00:00,-9,-9,8.636,240172.947666708
2015-01-27 18:00:00,2015-02-03 18:00:00,-9,-9,8.382,233109.037441216
2015-02-03 18:00:00,2015-02-10 19:00:00,0.104,0.252,55.626,1546996.33938262
2015-02-10 19:00:00,2015-02-17 19:00:00,0.264,0.303,5.08,141278.204509828
2015-02-17 19:00:00,2015-02-24 18:00:00,0.565,1.409,4.826,134214.294284337
2015-02-24 18:00:00,2015-03-03 18:00:00,0.155,0.368,1.016,28255.6409019656
2015-03-03 18:00:00,2015-03-10 18:00:00,-9,-9,0,0
2015-03-10 18:00:00,2015-03-17 18:00:00,0.114,0.121,63.246,1758913.64614736
2015-03-17 18:00:00,2015-03-24 18:00:00,0.128,0.298,12.192,339067.690823587
2015-03-24 18:00:00,2015-03-31 18:00:00,0.208,0.42,17.272,480345.895333415
2015-03-31 18:00:00,2015-04-07 17:00:00,0.305,0.515,11.684,324939.870372604
2015-04-07 17:00:00,2015-04-14 18:00:00,-9,-9,5.842,162469.935186302
2015-04-14 18:00:00,2015-04-21 18:00:00,0.307,0.472,1.27,35319.551127457
2015-04-21 18:00:00,2015-04-28 17:00:00,0.66,1.68,0.762,21191.7306764742
2015-04-28 17:00:00,2015-05-05 16:00:00,-9,-9,0,0
2015-05-05 16:00:00,2015-05-12 16:00:00,0.326,0.286,14.732,409706.793078501
2015-05-12 16:00:00,2015-05-19 16:00:00,0.824,0.565,4.064,113022.563607862
2015-05-19 16:00:00,2015-05-26 21:00:00,-9,-9,0,0
2015-05-26 21:00:00,2015-06-02 15:00:00,0.202,0.659,26.416,734646.663451106
2015-06-02 15:00:00,2015-06-09 15:00:00,0.044,0.136,18.542,515665.446460872
2015-06-09 15:00:00,2015-06-16 16:00:00,-9,-9,0.508,14127.8204509828
2015-06-16 16:00:00,2015-06-23 16:00:00,-9,-9,0.254,7063.9102254914
2015-06-23 16:00:00,2015-06-30 15:00:00,-9,-9,0,0
2015-06-30 15:00:00,2015-07-07 17:00:00,-9,-9,2.54,70639.102254914
2015-07-07 17:00:00,2015-07-14 16:00:00,0.413,0.511,6.858,190725.576088268
2015-07-14 16:00:00,2015-07-21 15:00:00,0.18,0.479,1.524,42383.4613529484
2015-07-21 15:00:00,2015-07-28 17:00:00,-9,-9,3.81,105958.653382371
2015-07-28 17:00:00,2015-08-04 16:00:00,-9,-9,0,0
2015-08-04 16:00:00,2015-08-11 15:00:00,-9,-9,0,0
2015-08-11 15:00:00,2015-08-18 17:00:00,3.192,5.167,1.016,28255.6409019656
2015-08-18 17:00:00,2015-08-25 16:00:00,-9,-9,2.286,63575.1920294226
2015-08-25 16:00:00,2015-09-01 18:00:00,-9,-9,8.89,247236.857892199
2015-09-01 18:00:00,2015-09-08 15:00:00,0.131,0.254,25.146,699327.112323649
2015-09-08 15:00:00,2015-09-15 15:00:00,0.232,0.514,4.826,134214.294284337
2015-09-15 15:00:00,2015-09-22 15:00:00,0.469,0.794,3.302,91830.8329313882
2015-09-22 15:00:00,2015-09-29 15:00:00,-9,-9,0,0
2015-09-29 15:00:00,2015-10-06 17:00:00,-9,-9,0,0
2015-10-06 17:00:00,2015-10-13 17:00:00,-9,-9,4.064,113022.563607862
2015-10-13 17:00:00,2015-10-20 16:00:00,-9,-9,0,0
2015-10-20 16:00:00,2015-10-27 16:00:00,0.294,0.469,6.35,176597.755637285
2015-10-27 16:00:00,2015-11-03 17:00:00,0.103,0.168,51.054,1419845.95532377
2015-11-03 17:00:00,2015-11-10 16:00:00,0.261,0.53,10.16,282556.409019656
2015-11-10 16:00:00,2015-11-17 16:00:00,0.07,0.197,24.13,671071.471421683
2015-11-17 16:00:00,2015-11-24 17:00:00,0.113,0.6,23.622,656943.6509707
2015-11-24 17:00:00,2015-12-01 15:00:00,0.067,0.314,2.032,56511.2818039312
2015-12-01 15:00:00,2015-12-08 15:00:00,0.058,0.12,28.194,784094.035029545
2015-12-08 15:00:00,2015-12-15 17:00:00,0.03,0.074,53.594,1490485.05757869
2015-12-15 17:00:00,2015-12-22 18:00:00,-9,-9,51.816,1441037.68600025
2015-12-22 18:00:00,2015-12-29 16:00:00,0.029,0.41,28.702,798221.855480528
2015-12-29 16:00:00,2016-01-05 19:00:00,0.252,1.184,0.762,21191.7306764742
2016-01-05 19:00:00,2016-01-12 23:00:00,0.4,2.099,2.54,70639.102254914
2016-01-12 23:00:00,2016-01-19 17:00:00,0.082,0.323,32.004,890052.688411916
2016-01-19 17:00:00,2016-01-26 16:00:00,0.035,0.219,32.512,904180.508862899
2016-01-26 16:00:00,2016-02-02 16:00:00,0.051,0.207,29.21,812349.675931511
2016-02-02 16:00:00,2016-02-09 14:00:00,0.107,0.292,10.668,296684.229470639
2016-02-09 14:00:00,2016-02-16 16:00:00,0.091,0.217,39.116,1087842.17472568
2016-02-16 16:00:00,2016-02-23 22:00:00,0.128,0.272,27.94,777030.124804054
2016-02-23 22:00:00,2016-03-01 19:00:00,0.217,0.406,4.064,113022.563607862
2016-03-01 19:00:00,2016-03-08 15:00:00,0.174,0.266,23.114,642815.830519717
2016-03-08 15:00:00,2016-03-15 20:00:00,0.105,0.147,49.276,1370398.58374533
2016-03-15 20:00:00,2016-03-23 01:00:00,0.194,0.311,5.08,141278.204509828
2016-03-23 01:00:00,2016-03-29 20:00:00,0.125,0.235,28.956,805285.76570602
2016-03-29 20:00:00,2016-04-06 01:00:00,0.293,0.521,5.842,162469.935186302
2016-04-06 01:00:00,2016-04-12 17:00:00,-9,-9,0,0
2016-04-12 17:00:00,2016-04-19 18:00:00,0.489,0.484,10.922,303748.13969613
2016-04-19 18:00:00,2016-04-26 16:00:00,0.437,0.832,17.018,473281.985107924
2016-04-26 16:00:00,2016-05-03 17:00:00,-9,-9,0,0
2016-05-03 17:00:00,2016-05-10 15:00:00,0.142,0.372,10.668,296684.229470639
2016-05-10 15:00:00,2016-05-17 17:00:00,0.12,0.315,12.7,353195.51127457
2016-05-17 17:00:00,2016-05-25 01:00:00,0.037,0.108,135.128,3758000.23996142
2016-05-25 01:00:00,2016-05-31 16:00:00,0.272,0.649,8.89,247236.857892199
2016-05-31 16:00:00,2016-06-07 17:00:00,0.207,0.847,3.556,98894.7431568796
2016-06-07 17:00:00,2016-06-14 17:00:00,0.291,0.73,9.144,254300.76811769
2016-06-14 17:00:00,2016-06-21 21:00:00,0.281,0.379,30.48,847669.227058968
2016-06-21 21:00:00,2016-06-29 03:00:00,0.1,0.136,22.098,614560.189617752
2016-06-29 03:00:00,2016-07-05 18:00:00,-9,-9,0,0
2016-07-05 18:00:00,2016-07-12 14:00:00,0.189,0.286,27.686,769966.214578563
2016-07-12 14:00:00,2016-07-19 16:00:00,0.201,0.689,4.318,120086.473833354
2016-07-19 16:00:00,2016-07-26 14:00:00,-9,-9,0.508,14127.8204509828
2016-07-26 14:00:00,2016-08-02 15:00:00,-9,-9,1.016,28255.6409019656
2016-08-02 15:00:00,2016-08-09 16:00:00,0.408,0.609,12.192,339067.690823587
2016-08-09 16:00:00,2016-08-16 19:00:00,0.036,0.115,33.274,925372.239539373
2016-08-16 19:00:00,2016-08-23 17:00:00,0.164,0.321,3.556,98894.7431568796
2016-08-23 17:00:00,2016-08-30 18:00:00,-9,-9,0,0
2016-08-30 18:00:00,2016-09-06 15:00:00,0.319,0.491,6.096,169533.845411794
2016-09-06 15:00:00,2016-09-21 01:00:00,-9,-9,52.832,1469293.32690221
2016-09-21 01:00:00,2016-09-27 15:00:00,0.229,0.654,2.54,70639.102254914
2016-09-27 15:00:00,2016-10-04 17:00:00,0.577,0.582,9.652,268428.588568673
2016-10-04 17:00:00,2016-10-11 18:00:00,0.133,0.275,97.028,2698413.70613771
2016-10-11 18:00:00,2016-10-18 18:00:00,0.083,0.147,52.578,1462229.41667672
2016-10-18 18:00:00,2016-10-25 16:00:00,0.13,0.258,57.15,1589379.80073556
2016-10-25 16:00:00,2016-10-31 14:00:00,0.081,0.156,49.022,1363334.67351984
2016-10-31 14:00:00,2016-11-08 18:00:00,-9,-9,14.478,402642.88285301
2016-11-08 18:00:00,2016-11-15 20:00:00,0.12,0.231,22.098,614560.189617752
2016-11-15 20:00:00,2016-11-22 21:00:00,0.095,0.183,33.782,939500.059990356
2016-11-22 21:00:00,2016-11-30 02:00:00,0.208,0.453,8.636,240172.947666708
2016-11-30 02:00:00,2016-12-06 17:00:00,0.076,0.195,31.242,868860.957735442
2016-12-06 17:00:00,2016-12-13 17:00:00,0.031,0.158,27.686,769966.214578563
2016-12-13 17:00:00,2016-12-20 17:00:00,0.072,0.247,13.208,367323.331725553
2016-12-20 17:00:00,2016-12-27 17:00:00,0.046,0.298,21.336,593368.458941277
2016-12-27 17:00:00,2017-01-03 16:00:00,-9,-9,19.558,543921.087362838
2017-01-03 17:00:00,2017-01-10 18:00:00,0.032,0.361,27.178,755838.39412758
2017-01-10 19:00:00,2017-01-17 18:00:00,-9,-9,0.762,21191.7306764742
2017-01-17 18:00:00,2017-01-24 17:00:00,0.106,0.508,8.636,240172.947666708
2017-01-24 17:00:00,2017-01-31 19:00:00,0.055,1.173,1.524,42383.4613529484
2017-01-31 19:00:00,2017-02-07 19:00:00,-9,-9,40.64,1130225.63607862
2017-02-07 19:00:00,2017-02-14 14:00:00,0.018,0.092,41.91,1165545.18720608
2017-02-14 14:00:00,2017-02-21 14:00:00,0.037,0.188,32.512,904180.508862899
2017-02-21 14:00:00,2017-03-01 02:00:00,0.065,0.373,22.606,628688.010068735
2017-03-01 02:00:00,2017-03-07 15:00:00,0.169,0.476,31.242,868860.957735442
2017-03-07 15:00:00,2017-03-14 12:00:00,0.066,0.233,45.466,1264439.93036296
2017-03-14 12:00:00,2017-03-21 15:00:00,0.057,0.148,50.038,1391590.31442181
2017-03-21 15:00:00,2017-03-28 18:00:00,0.168,0.212,25.654,713454.932774631
2017-03-28 18:00:00,2017-04-05,0.156,0.198,25.146,699327.112323649
2017-04-05,2017-04-11 17:00:00,0.293,0.409,22.352,621624.099843243
2017-04-11 17:00:00,2017-04-19,0.297,0.443,24.13,671071.471421683
2017-04-19,2017-04-25 17:00:00,0.324,0.282,32.766,911244.419088391
2017-04-25 17:00:00,2017-05-03 02:00:00,0.142,0.286,39.624,1101969.99517666
2017-05-03 02:00:00,2017-05-09 17:00:00,0.231,0.455,9.652,268428.588568673
2017-05-09 17:00:00,2017-05-16 19:00:00,-9,-9,5.842,162469.935186302
2017-05-16 19:00:00,2017-05-23 16:00:00,0.356,0.792,0.762,21191.7306764742
2017-05-23 16:00:00,2017-05-30 14:00:00,0.047,0.099,12.954,360259.421500061
2017-05-30 14:00:00,2017-06-06 21:00:00,0.162,0.534,9.398,261364.678343182
2017-06-06 21:00:00,2017-06-13 17:00:00,-9,-9,12.954,360259.421500061
2017-06-13 17:00:00,2017-06-20 12:00:00,0.199,0.328,58.674,1631763.26208851
2017-06-20 12:00:00,2017-06-28 01:00:00,0.305,0.668,7.874,218981.216990233
2017-06-28 01:00:00,2017-07-04 13:00:00,0.195,0.62,1.016,28255.6409019656
2017-07-04 13:00:00,2017-07-11 13:00:00,-9,-9,0,0
2017-07-11 13:00:00,2017-07-18 19:00:00,4.572,5.535,0.254,7063.9102254914
2017-07-18 19:00:00,2017-07-25 18:00:00,-9,-9,0,0
2017-07-25 18:00:00,2017-08-01 13:00:00,-9,-9,0,0
2017-08-01 13:00:00,2017-08-08 16:00:00,-9,-9,1.016,28255.6409019656
2017-08-08 16:00:00,2017-08-15 15:00:00,-9,-9,4.981,138524.948162097
2017-08-15 15:00:00,2017-08-22 13:00:00,-9,-9,0.025,695.2667544775
2017-08-22 13:00:00,2017-08-30,0.666,0.769,2.032,56511.2818039312
2017-08-30,2017-09-05 16:00:00,-9,-9,0,0
2017-09-05 16:00:00,2017-09-12 17:00:00,-9,-9,0,0
2017-09-12 17:00:00,2017-09-19 16:00:00,0.443,0.357,12.192,339067.690823587
2017-09-19 16:00:00,2017-09-27,0.271,0.289,23.114,642815.830519717
2017-09-27,2017-10-03 20:00:00,0.275,0.248,9.906,275492.498794165
2017-10-03 20:00:00,2017-10-09 15:00:00,0.136,0.258,5.588,155406.024960811
2017-10-09 15:00:00,2017-10-17 20:00:00,-9,-9,17.526,487409.805558907
2017-10-17 20:00:00,2017-10-24 16:00:00,0.072,0.102,51.562,1433973.77577475
2017-10-24 16:00:00,2017-10-31 16:00:00,0.22,0.853,1.778,49447.3715784398
2017-10-31 16:00:00,2017-11-07 20:00:00,-9,-9,33.782,939500.059990356
2017-11-07 20:00:00,2017-11-15 01:00:00,0.11,0.356,10.922,303748.13969613
2017-11-15 02:00:00,2017-11-23,0.065,0.155,47.752,1328015.12239238
2017-11-23,2017-11-28 19:00:00,0.063,0.082,36.068,1003075.25201978
2017-11-28 19:00:00,2017-12-06,0.089,0.31,12.53,348467.697344123
2017-12-06,2017-12-12 15:00:00,-9,-9,0.018,500.5920632238
2017-12-12 15:00:00,2017-12-19 16:00:00,0.059,0.13,33.782,939500.059990356
2017-12-19 16:00:00,2017-12-26 18:00:00,-9,-9,60.96,1695338.45411794
2017-12-26 18:00:00,2018-01-02 14:00:00,0.052,0.313,82.042,2281643.00283372
2018-01-02 14:00:00,2018-01-09 19:00:00,0.058,0.237,20.32,565112.818039312
2018-01-09 19:00:00,2018-01-16 21:00:00,0.059,0.445,42.926,1193800.82810805
2018-01-16 21:00:00,2018-01-23 18:00:00,0.084,0.302,6.19,172148.048408629
2018-01-23 18:00:00,2018-01-30 20:00:00,0.059,0.217,61.468,1709466.27456892
2018-01-30 20:00:00,2018-02-07 01:00:00,-9,-9,45.72,1271503.84058845
2018-02-07 01:00:00,2018-02-14 02:00:00,-9,-9,37.084,1031330.89292174
2018-02-14 02:00:00,2018-02-21 02:00:00,-9,-9,77.724,2161556.52900037
2018-02-21 02:00:00,2018-03-02 03:00:00,-9,-9,24.638,685199.291872666
2018-03-02 03:00:00,2018-03-07 01:00:00,-9,-9,10.922,303748.13969613
2018-03-07 01:00:00,2018-03-13 18:00:00,-9,-9,13.462,374387.241951044
2018-03-13 18:00:00,2018-03-21,-9,-9,11.43,317875.960147113
2018-03-21,2018-03-27 16:00:00,-9,-9,14.986,416770.703303993
2018-03-27 16:00:00,2018-04-03 17:00:00,-9,-9,25.654,713454.932774631
2018-04-03 17:00:00,2018-04-10 18:00:00,-9,-9,19.05,529793.266911855
2018-04-10 18:00:00,2018-04-17 16:00:00,-9,-9,34.544,960691.79066683
2018-04-17 16:00:00,2018-04-24 18:00:00,0.411,1.181,3.381,94027.8758755371
2018-04-24 18:00:00,2018-05-01 18:00:00,0.755,0.67,3.81,105958.653382371
2018-05-01 18:00:00,2018-05-08 18:00:00,-9,-9,2.517,69999.4568407947
2018-05-08 18:00:00,2018-05-16,0.956,0.449,15.24,423834.613529484
2018-05-16,2018-05-22 17:00:00,-9,-9,3.302,91830.8329313882
2018-05-22 17:00:00,2018-05-29 14:00:00,0.168,0.391,17.78,494473.715784398
2018-05-29 14:00:00,2018-06-05 16:00:00,0.163,0.678,16.256,452090.25443145
2018-06-05 16:00:00,2018-06-13 03:00:00,0.198,0.382,20.066,558048.907813821
2018-06-13 03:00:00,2018-06-26 16:00:00,-9,-9,13.208,367323.331725553
2018-06-26 16:00:00,2018-07-04 02:00:00,0.353,0.465,5.842,162469.935186302
2018-07-04 02:00:00,2018-07-10 17:00:00,-9,-9,0,0
2018-07-10 17:00:00,2018-07-17 21:00:00,-9,-9,0,0
2018-07-17 21:00:00,2018-07-24 18:00:00,-9,-9,0,0
2018-07-24 18:00:00,2018-08-01 15:00:00,0.306,0.633,9.906,275492.498794165
2018-08-01 15:00:00,2018-08-07 17:00:00,-9,-9,0,0
2018-08-07 17:00:00,2018-08-14 19:00:00,-9,-9,0,0
2018-08-14 19:00:00,2018-08-21 15:00:00,-9,-9,1.524,42383.4613529484
2018-08-21 15:00:00,2018-08-28 16:00:00,0.585,0.429,10.414,289620.319245147
2018-08-28 16:00:00,2018-09-04 17:00:00,-9,-9,0,0
2018-09-04 17:00:00,2018-09-11 23:00:00,-9,-9,0,0
2018-09-11 23:00:00,2018-09-18 19:00:00,0.417,0.831,4.599,127901.272153681
2018-09-18 19:00:00,2018-09-25 18:00:00,0.441,0.8,4.826,134214.294284337
2018-09-25 18:00:00,2018-10-02 17:00:00,-9,-9,22.352,621624.099843243
2018-10-02 17:00:00,2018-10-09 19:00:00,0.106,0.325,12.7,353195.51127457
2018-10-09 19:00:00,2018-10-16 15:00:00,-9,-9,0,0
2018-10-16 15:00:00,2018-10-24,-9,-9,0,0
2018-10-24,2018-10-30 14:00:00,-9,-9,NA,NA
2018-10-30 14:00:00,2018-11-07 03:00:00,0.131,0.356,54.569,1517600.46100331
2018-11-07 03:00:00,2018-11-13 13:00:00,0.203,0.634,10.801,300383.048604459
2018-11-13 13:00:00,2018-11-20 13:00:00,-9,-9,5.08,141278.204509828
2018-11-20 13:00:00,2018-11-27 14:00:00,0.231,0.697,2.794,77703.0124804054
2018-11-27 14:00:00,2018-12-04 13:00:00,0.153,0.834,8.128,226045.127215725
2018-12-04 13:00:00,2018-12-11 14:00:00,0.231,0.761,2.286,63575.1920294226
2018-12-11 14:00:00,2018-12-18 13:00:00,0.056,0.268,15.046,418439.343514739
2018-12-18 13:00:00,2019-01-29 14:00:00,-9,-9,124.206,3454252.10026529
2019-01-29 14:00:00,2019-02-05 14:00:00,-9,-9,15.748,437962.433980467
2019-02-05 14:00:00,2019-02-12 14:00:00,-9,-9,26.162,727582.753225614
2019-02-12 14:00:00,2019-02-19 17:00:00,-9,-9,29.718,826477.496382494
2019-02-19 17:00:00,2019-02-26 17:00:00,-9,-9,13.462,374387.241951044
2019-02-26 17:00:00,2019-03-05 22:00:00,-9,-9,4.016,111687.651439266
2019-03-05 22:00:00,2019-03-12 19:00:00,-9,-9,0.297,8259.7690431927
2019-03-12 19:00:00,2019-03-19 21:00:00,0.061,0.274,14.052,390795.537356713
2019-03-19 21:00:00,2019-03-26 15:00:00,-9,-9,2.453,68219.5739493323
2019-03-26 15:00:00,2019-04-02 12:00:00,-9,-9,2.658,73920.7613360478
2019-04-02 12:00:00,2019-04-09 16:00:00,0.176,0.298,30.207,840076.914100074
2019-04-09 16:00:00,2019-04-16 12:00:00,0.213,0.476,21.497,597845.976840113
2019-04-16 12:00:00,2019-04-24,0.371,1.134,13.171,366294.336928926
2019-04-24,2019-04-30 12:00:00,-9,-9,8.333,231746.31460244
2019-04-30 12:00:00,2019-05-07 16:00:00,0.221,0.35,12.709,353445.807306182
2019-05-07 16:00:00,2019-05-14 11:00:00,-9,-9,0.389,10818.3506996699
2019-05-14 11:00:00,2019-05-21 11:00:00,-9,-9,9.9,275325.63477309
2019-05-21 11:00:00,2019-05-28 11:00:00,-9,-9,0.762,21191.7306764742
